,culture,primaryImageSmall
3080,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153874.jpg
3081,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203206_CRD.jpg
3082,China,https://images.metmuseum.org/CRDImages/as/web-large/1972_16_O.jpg
3083,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211886.jpg
3084,China,https://images.metmuseum.org/CRDImages/as/web-large/45_123_3_O1_sf.jpg
3085,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1972.263.1.jpg
3086,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_2_162292.jpg
3087,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP238193_CRD.jpg
3088,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap15.30.66.jpg
3089,Japan,https://images.metmuseum.org/CRDImages/as/web-large/TR_250_92_2012_sf.jpg
3090,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154546.jpg
3091,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP232469.jpg
3092,China,https://images.metmuseum.org/CRDImages/as/web-large/DP156856.jpg
3093,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154428.jpg
3094,Japan,https://images.metmuseum.org/CRDImages/as/web-large/51_137_2_O2.jpg
3095,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6671.jpg
3096,China,https://images.metmuseum.org/CRDImages/as/web-large/DT4237.jpg
3097,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_81_108901.jpg
3098,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP279656.jpg
3099,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205582.jpg
3100,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154537.jpg
3101,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.178.5.jpg
3102,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap09.222.jpg
3103,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2823.jpg
3104,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154552.jpg
3105,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211870.jpg
3106,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_537_O.JPG
3107,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap64.198.7.jpg
3108,China,https://images.metmuseum.org/CRDImages/as/web-large/DP162536.jpg
3109,China,https://images.metmuseum.org/CRDImages/as/web-large/DP143725_CRD.jpg
3110,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204105_CRD.jpg
3111,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP105589.jpg
3112,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP355497.jpg
3113,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP700723.jpg
3114,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap02.25.jpg
3115,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP231163.jpg
3116,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT4667.jpg
3117,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP132145.jpg
3118,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT240272.jpg
3119,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap08.90.jpg
3120,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_533_76315.jpg
3121,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS224.jpg
3122,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6825.jpg
3123,Japan,https://images.metmuseum.org/CRDImages/as/web-large/67_254_O1.jpg
3124,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161003.jpg
3125,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6672.jpg
3126,Japan,https://images.metmuseum.org/CRDImages/as/web-large/38_106_8_115892.jpg
3127,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153551.jpg
3128,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153514.jpg
3129,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP221202.jpg
3130,China,https://images.metmuseum.org/CRDImages/as/web-large/190532.jpg
3131,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_21_O1.jpg
3132,China,https://images.metmuseum.org/CRDImages/as/web-large/1989_363_32_O.JPG
3133,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT235190.jpg
3134,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP361141.jpg
3135,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6423.jpg
3136,China,https://images.metmuseum.org/CRDImages/as/web-large/DP216154_CRD.jpg
3137,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT283604.jpg
3138,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161515.jpg
3139,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205550.jpg
3140,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_54_108873.jpg
3141,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap87.15.78.jpg
3142,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap25.119.jpg
3143,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203216_CRD.jpg
3144,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP341231.jpg
3145,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_474_O.JPG
3146,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP216797.jpg
3147,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6627.jpg
3148,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT10421.jpg
3149,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152346.jpg
3150,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154895.jpg
3151,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164477.jpg
3152,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152282.jpg
3153,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154724.jpg
3154,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166117.jpg
3155,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166090.jpg
3156,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154953.jpg
3157,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156161.jpg
3158,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152338.jpg
3159,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153192.jpg
3160,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166114.jpg
3161,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154756.jpg
3162,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154971.jpg
3163,India,https://images.metmuseum.org/CRDImages/as/web-large/2006_475_O.jpg
3164,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154880.jpg
3165,India,https://images.metmuseum.org/CRDImages/as/web-large/DT3740.jpg
3166,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152288.jpg
3167,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152325.jpg
3168,India,https://images.metmuseum.org/CRDImages/as/web-large/DT5245.jpg
3169,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152344.jpg
3170,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154847.jpg
3171,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156166.jpg
3172,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164486.jpg
3173,India,https://images.metmuseum.org/CRDImages/as/web-large/DT8233.jpg
3174,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152312.jpg
3175,India,https://images.metmuseum.org/CRDImages/as/web-large/LC-1983_507_4_001.jpg
3176,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156110.jpg
3177,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164510.jpg
3178,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154923.jpg
3179,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166079.jpg
3180,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153154.jpg
3181,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_14_d.JPG
3182,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153174.jpg
3183,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156117.jpg
3184,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238223.jpg
3185,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238219.jpg
3186,India,https://images.metmuseum.org/CRDImages/as/web-large/DT6629.jpg
3187,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152334.jpg
3188,India,https://images.metmuseum.org/CRDImages/as/web-large/DP140153.jpg
3189,India,https://images.metmuseum.org/CRDImages/as/web-large/DT6831.jpg
3190,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166103.jpg
3191,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154656.jpg
3192,India,https://images.metmuseum.org/CRDImages/as/web-large/DT4008_CRD.jpg
3193,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154963.jpg
3194,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166092.jpg
3195,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153157.jpg
3196,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154664.jpg
3197,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166093.jpg
3198,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152290.jpg
3199,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156121.jpg
3200,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_5.jpg
3201,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156170.jpg
3202,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238215.jpg
3203,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154886.jpg
3204,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_18_d.JPG
3205,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_2.jpg
3206,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154930.jpg
3207,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153193.jpg
3208,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154716.jpg
3209,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152297.jpg
3210,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154839.jpg
3211,India,https://images.metmuseum.org/CRDImages/as/web-large/19_53_123.JPG
3212,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154762.jpg
3213,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_10_d1.JPG
3214,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154855.jpg
3215,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152306.jpg
3216,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_10_d.JPG
3217,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154915.jpg
3218,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154684.jpg
3219,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166108.jpg
3220,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154916.jpg
3221,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154682.jpg
3222,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152316.jpg
3223,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_9_d.JPG
3224,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154853.jpg
3225,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_9_d1.JPG
3226,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_29_d.JPG
3227,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154764.jpg
3228,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166125.jpg
3229,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156153.jpg
3230,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154932.jpg
3231,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156147.jpg
3232,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154714.jpg
3233,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_17_d.JPG
3234,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152343.jpg
3235,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154885.jpg
3236,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156126.jpg
3237,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_6.JPG
3238,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156169.jpg
3239,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238214.jpg
3240,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154662.jpg
3241,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166094.jpg
3242,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154789.jpg
3243,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154654.jpg
3244,India,https://images.metmuseum.org/CRDImages/as/web-large/1996_45.JPG
3245,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154965.jpg
3246,India,https://images.metmuseum.org/CRDImages/as/web-large/DT3878.jpg
3247,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156118.jpg
3248,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238224.jpg
3249,India,https://images.metmuseum.org/CRDImages/as/web-large/20 DP238218r2_61B.jpg
3250,India,https://images.metmuseum.org/CRDImages/as/web-large/DT6442.jpg
3251,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152299.jpg
3252,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153155.jpg
3253,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_13_d.JPG
3254,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154925.jpg
3255,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166078.jpg
3256,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156148.jpg
3257,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153225.jpg
3258,India,https://images.metmuseum.org/CRDImages/as/web-large/LC-1980_530_2_001.jpg
3259,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152296.jpg
3260,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156165.jpg
3261,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164488.jpg
3262,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156174.jpg
3263,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152330.jpg
3264,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154845.jpg
3265,India,https://images.metmuseum.org/CRDImages/as/web-large/DT5830.jpg
3266,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152287.jpg
3267,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152324.jpg
3268,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154878.jpg
3269,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156381.jpg
3270,India,https://images.metmuseum.org/CRDImages/as/web-large/DP146534.jpg
3271,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153191.jpg
3272,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154754.jpg
3273,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154973.jpg
3274,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166082.jpg
3275,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152337.jpg
3276,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_1_d1.JPG
3277,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154722.jpg
3278,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166089.jpg
3279,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154955.jpg
3280,India,https://images.metmuseum.org/CRDImages/as/web-large/1976_398.JPG
3281,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164479.jpg
3282,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152281.jpg
3283,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154893.jpg
3284,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_36_4_d1.JPG
3285,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_15.jpg
3286,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156137.jpg
3287,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152301.jpg
3288,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154907.jpg
3289,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152311.jpg
3290,India,https://images.metmuseum.org/CRDImages/as/web-large/DP155010.jpg
3291,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153160.jpg
3292,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154989.jpg
3293,India,https://images.metmuseum.org/CRDImages/as/web-large/LC-2003_178_A_001.jpg
3294,India,https://images.metmuseum.org/CRDImages/as/web-large/DT4006.jpg
3295,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154649.jpg
3296,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166098.jpg
3297,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154677.jpg
3298,India,https://images.metmuseum.org/CRDImages/as/web-large/2005_370_O.JPG
3299,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154983.jpg
3300,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166084.jpg
3301,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156138.jpg
3302,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_7.jpg
3303,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_14_d1.JPG
3304,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156168.jpg
3305,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156142.jpg
3306,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152342.jpg
3307,India,https://images.metmuseum.org/CRDImages/as/web-large/DP227582.jpg
3308,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_20_d.JPG
3309,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154934.jpg
3310,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154704.jpg
3311,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156389.jpg
3312,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164498.jpg
3313,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153189.jpg
3314,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_28_d.JPG
3315,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156145.jpg
3316,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154775.jpg
3317,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_4_d1.JPG
3318,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156155.jpg
3319,India,https://images.metmuseum.org/CRDImages/as/web-large/DT5391.jpg
3320,India,https://images.metmuseum.org/CRDImages/as/web-large/DT4003.jpg
3321,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154859.jpg
3322,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156253.jpg
3323,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166121.jpg
3324,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_8_d.JPG
3325,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154913.jpg
3326,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166075.jpg
3327,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166110.jpg
3328,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154696.jpg
3329,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154899.jpg
3330,India,https://images.metmuseum.org/CRDImages/as/web-large/2004_408_STR1.JPG
3331,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152292.jpg
3332,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152280.jpg
3333,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166119.jpg
3334,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154736.jpg
3335,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154949.jpg
3336,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166088.jpg
3337,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152308.jpg
3338,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154744.jpg
3339,India,https://images.metmuseum.org/CRDImages/as/web-large/1996_357.jpg
3340,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154975.jpg
3341,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152317.jpg
3342,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153159.jpg
3343,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154876.jpg
3344,India,https://images.metmuseum.org/CRDImages/as/web-large/52_93_3_153524.jpg
3345,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_11.jpg
3346,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156139.jpg
3347,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154942.jpg
3348,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166071.jpg
3349,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153150.jpg
3350,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_24_d.JPG
3351,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152329.jpg
3352,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156131.jpg
3353,India,https://images.metmuseum.org/CRDImages/as/web-large/57_51_10.JPG
3354,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164489.jpg
3355,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154868.jpg
3356,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153195.jpg
3357,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_1_d.JPG
3358,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153170.jpg
3359,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156152.jpg
3360,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164505.jpg
3361,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154781.jpg
3362,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153152.jpg
3363,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153153.jpg
3364,India,https://images.metmuseum.org/CRDImages/as/web-large/1984_476_recto.jpg
3365,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164507.jpg
3366,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154783.jpg
3367,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154866.jpg
3368,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156157.jpg
3369,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153179.jpg
3370,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164491.jpg
3371,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152328.jpg
3372,India,https://images.metmuseum.org/CRDImages/as/web-large/LC-58_1_3_001.jpg
3373,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_2_d.JPG
3374,India,https://images.metmuseum.org/CRDImages/as/web-large/2008_646a_recto.jpg
3375,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_23_d.JPG
3376,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154944.jpg
3377,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166070.jpg
3378,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_12.jpg
3379,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152289.jpg
3380,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154874.jpg
3381,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153163.jpg
3382,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154742.jpg
3383,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166112.jpg
3384,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154977.jpg
3385,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152319.jpg
3386,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154734.jpg
3387,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154951.jpg
3388,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166087.jpg
3389,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152303.jpg
3390,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152279.jpg
3391,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154897.jpg
3392,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154647.jpg
3393,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166074.jpg
3394,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154694.jpg
3395,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_7_d1.JPG
3396,India,https://images.metmuseum.org/CRDImages/as/web-large/DT243.jpg
3397,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154857.jpg
3398,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156255.jpg
3399,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_3_d1.JPG
3400,India,https://images.metmuseum.org/CRDImages/as/web-large/54_174.JPG
3401,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156180.jpg
3402,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_27_d.JPG
3403,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156144.jpg
3404,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154777.jpg
3405,India,https://images.metmuseum.org/CRDImages/as/web-large/1986_25_4_d1.jpg
3406,India,https://images.metmuseum.org/CRDImages/as/web-large/DP164500.jpg
3407,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154936.jpg
3408,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154702.jpg
3409,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166105.jpg
3410,India,https://images.metmuseum.org/CRDImages/as/web-large/DP227583.jpg
3411,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_19_d.JPG
3412,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152341.jpg
3413,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153181.jpg
3414,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153194.jpg
3415,India,https://images.metmuseum.org/CRDImages/as/web-large/64_167_8.jpg
3416,India,https://images.metmuseum.org/CRDImages/as/web-large/1985_400_13_d1.JPG
3417,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152321.jpg
3418,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152332.jpg
3419,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166099.jpg
3420,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154674.jpg
3421,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154985.jpg
3422,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166083.jpg
3423,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154987.jpg
3424,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166101.jpg
3425,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156172.jpg
3426,India,https://images.metmuseum.org/CRDImages/as/web-large/DT4007.jpg
3427,India,https://images.metmuseum.org/CRDImages/as/web-large/DP153175.jpg
3428,India,https://images.metmuseum.org/CRDImages/as/web-large/DT6832.jpg
3429,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154905.jpg
3430,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152310.jpg
3431,India,https://images.metmuseum.org/CRDImages/as/web-large/DP238222.jpg
3432,India,https://images.metmuseum.org/CRDImages/as/web-large/DP156176.jpg
3433,India,https://images.metmuseum.org/CRDImages/as/web-large/DP152300.jpg
3434,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154692.jpg
3435,India,https://images.metmuseum.org/CRDImages/as/web-large/DP166073.jpg
3436,India,https://images.metmuseum.org/CRDImages/as/web-large/DP154909.jpg
3437,India,https://images.metmuseum.org/CRDImages/as/web-large/55_121_38_6_d.JPG
